id,RoleId,skillId,department
57cbf562-357d-4fb5-8e93-a8565dc5e6be,5410503e-a894-4cca-b2db-b1d617e48eb4,edc6b252-8681-4773-bec8-bf7b152bd2a7,DATA_ENGINEERING
147af3ab-03f8-4608-b4a7-57e6652f5df9,5410503e-a894-4cca-b2db-b1d617e48eb4,d8f17190-793f-47bd-9f6b-6ceb840acefd,DEVOPS
8621326e-ad06-4e71-846b-fe7bd9207641,5410503e-a894-4cca-b2db-b1d617e48eb4,6b14695c-6089-4cd8-9b16-dbdcce8dac49,FULL_STACK
0b233191-6b0f-4510-a223-67b326e66f62,5410503e-a894-4cca-b2db-b1d617e48eb4,58a761de-0b01-4a61-86f7-60710945cfa9,DATA_ANALYTICS
5eeb756a-d20d-4d76-923c-35d85e290923,5410503e-a894-4cca-b2db-b1d617e48eb4,480119cf-741b-4053-8baa-5b280038aeaf,DEVOPS
101cefa9-340a-491a-907b-6e1e4aa26c2b,5410503e-a894-4cca-b2db-b1d617e48eb4,30a16460-bcf0-4241-a392-1129bec5019a,DEVOPS
37d31c26-e27d-46ae-9146-bf90cf23df1e,7097ff87-2875-48c1-bb5d-efd164ea6e91,30a16460-bcf0-4241-a392-1129bec5019a,DATA_ANALYTICS
a32a2cd1-c639-458b-bf77-8cbe056d0ea7,7097ff87-2875-48c1-bb5d-efd164ea6e91,db3f015d-8d65-497b-9ae4-3bf9200f3145,FULL_STACK
d5538c8e-51f6-4ad2-be99-d28fdbfcb266,7097ff87-2875-48c1-bb5d-efd164ea6e91,3a9f4f8f-57b2-4774-9a2d-f3bbe359a998,OTHER
6a99fa61-3857-4d57-b5aa-19a3c101dd4b,7097ff87-2875-48c1-bb5d-efd164ea6e91,22bb7230-7dba-430f-9bf7-887e35fb68dc,OTHER
3351461a-4b70-4a70-9c34-a87921aae438,7097ff87-2875-48c1-bb5d-efd164ea6e91,2f856e05-3783-4745-a4be-96119ba2ed63,OTHER
0b9ea8e9-20b2-4890-9610-fb1d5edf459d,7097ff87-2875-48c1-bb5d-efd164ea6e91,edc6b252-8681-4773-bec8-bf7b152bd2a7,DEVOPS
cb9fe107-7c9e-4ab7-be6f-4fdc2a5f4596,7097ff87-2875-48c1-bb5d-efd164ea6e91,6b15be0c-9bdd-4769-bd9d-0d0e7307c670,FULL_STACK
f607fce8-d6c7-4d65-a903-f495e0dd0013,7097ff87-2875-48c1-bb5d-efd164ea6e91,5823f7a6-8471-4ad0-8a29-b4f722594a1b,OTHER
0a81a477-2dde-486d-af9a-e5a28409cf2c,7097ff87-2875-48c1-bb5d-efd164ea6e91,1fcb7e91-34b2-4b6f-9efa-27234c4bfd1c,DATA_ENGINEERING
342a4861-70a0-4a22-88d2-e7ebe9f95b3c,7097ff87-2875-48c1-bb5d-efd164ea6e91,b67e5aab-2621-49d1-99e2-aa025e1ab99f,DEVOPS
9e24a413-6223-4c2e-9d26-b07ae2c76631,7097ff87-2875-48c1-bb5d-efd164ea6e91,176dc52e-8959-4b7d-96aa-4fbf571bf886,DATA_ANALYTICS
60cb42f6-fd6c-4a46-be10-764245a4f446,7097ff87-2875-48c1-bb5d-efd164ea6e91,86b5dcdd-0ccc-48d7-a9d4-5f3d3f612bb5,DATA_ENGINEERING
9c4c82d6-4d13-4e43-8dfb-d1abbfd1358a,7097ff87-2875-48c1-bb5d-efd164ea6e91,b5fd1738-623b-4351-9047-84f049933d67,DEVOPS
3ab9b8f4-587e-468e-83a0-7657392c851c,7097ff87-2875-48c1-bb5d-efd164ea6e91,bb173388-39b3-4b66-a046-f2f483e19e4f,DATA_ANALYTICS
4a30ff87-4ad4-4f87-a3bf-687cf5c51cca,7097ff87-2875-48c1-bb5d-efd164ea6e91,b1bd2b54-1176-4114-9d3f-f54b4279f5fd,ADMIN
ce124b88-4296-40d5-b971-5f30b2e2e44a,c10327ee-e725-47fe-a0ff-d5afa1ebbd6d,58a761de-0b01-4a61-86f7-60710945cfa9,DATA_ENGINEERING
ca575be7-8382-46fd-a92e-769ae1dd3829,c10327ee-e725-47fe-a0ff-d5afa1ebbd6d,6b14695c-6089-4cd8-9b16-dbdcce8dac49,DATA_ANALYTICS
84479404-82a3-42cf-921d-c95c6f92e2cc,c10327ee-e725-47fe-a0ff-d5afa1ebbd6d,c629f52b-97a7-435a-ab10-36bf2f9f5e25,FULL_STACK
2eb94af5-05c7-4b64-a2a2-7c77fa2b42b6,c10327ee-e725-47fe-a0ff-d5afa1ebbd6d,69258e00-0b99-47a0-8e6d-c84015475057,DATA_ANALYTICS
875df9a7-ff71-49a0-b273-7a799046e685,c10327ee-e725-47fe-a0ff-d5afa1ebbd6d,e5eb8d87-e425-4434-849b-e68ef1eec172,DEVOPS
d13294c6-b4d2-4919-aeae-be389c5b9548,c10327ee-e725-47fe-a0ff-d5afa1ebbd6d,7d46d0a1-933f-4ce5-846e-837c85d81659,DEVOPS
9a8430ed-f470-4307-8973-d674fa4b3091,c10327ee-e725-47fe-a0ff-d5afa1ebbd6d,feaae467-556a-4ef6-8f94-81ac8847c300,DEVOPS
f73f09bd-fbbb-4107-bd33-044b45077ea5,c10327ee-e725-47fe-a0ff-d5afa1ebbd6d,30a16460-bcf0-4241-a392-1129bec5019a,ADMIN
b2ec3546-1406-463d-b3c8-b44594e138f4,c10327ee-e725-47fe-a0ff-d5afa1ebbd6d,b6708357-94bf-4729-86ff-57b524964e95,DATA_ANALYTICS
b257d7dd-fc29-429a-b2d9-b7ce977d7b20,c10327ee-e725-47fe-a0ff-d5afa1ebbd6d,05b80e7d-4721-40d8-b7b9-d77c8ff46e74,OTHER
3cc2d321-7fa7-4fa8-abc2-8e0037544eca,c10327ee-e725-47fe-a0ff-d5afa1ebbd6d,06e4942d-6dcb-438d-baec-7a2d99c0a66d,DATA_ENGINEERING
6ae2d8c9-b8f8-4868-806e-c3f9299e155a,c10327ee-e725-47fe-a0ff-d5afa1ebbd6d,5b3e6267-8278-4add-8006-2d4bbe1b27f6,OTHER
10594fc4-5fa8-4346-b661-56650b63daf7,c10327ee-e725-47fe-a0ff-d5afa1ebbd6d,5f8221e0-a561-4ce6-8b31-0204db78b9c4,FULL_STACK
3cd27af6-6441-41b0-b28a-b19b3544bfb3,c10327ee-e725-47fe-a0ff-d5afa1ebbd6d,aee5bc0f-1c86-4361-9138-330785833e09,OTHER
f92d2c7e-3631-4570-9d14-d5d32b389e8c,c10327ee-e725-47fe-a0ff-d5afa1ebbd6d,6170c72a-b024-43a9-9a5a-4c812ac8a9fc,DATA_ENGINEERING
57242b13-3d65-40e1-8a02-e122ab20e9ad,25076094-ea4d-44d0-a80e-47ccdc6796cf,b5fd1738-623b-4351-9047-84f049933d67,DEVOPS
24b17f74-3683-43ab-904d-388a11f59aac,25076094-ea4d-44d0-a80e-47ccdc6796cf,176dc52e-8959-4b7d-96aa-4fbf571bf886,DATA_ANALYTICS
ec3fcebc-bf18-4d94-a23e-0ff91c85d57f,25076094-ea4d-44d0-a80e-47ccdc6796cf,c3d32a4e-c534-44d1-9ff8-709c2f5f8382,DATA_ANALYTICS
8e50ef14-14dc-4635-abe2-7865e7e09e20,25076094-ea4d-44d0-a80e-47ccdc6796cf,480119cf-741b-4053-8baa-5b280038aeaf,DEVOPS
796b1920-de62-4840-b3ac-78ff93fe8b8d,25076094-ea4d-44d0-a80e-47ccdc6796cf,aee5bc0f-1c86-4361-9138-330785833e09,DATA_ANALYTICS
03df5e9c-e918-4437-850f-2797f6f8ecf0,25076094-ea4d-44d0-a80e-47ccdc6796cf,7621eacc-89e3-479e-a7c6-2338d5c816c4,OTHER
84cbd34a-47a1-48e0-a226-db438013968d,25076094-ea4d-44d0-a80e-47ccdc6796cf,65fb2f8a-8c7f-40df-9699-f7a5808a5b6d,DEVOPS
681b6d2d-6065-46da-8143-96fd614ffecf,25076094-ea4d-44d0-a80e-47ccdc6796cf,d8f17190-793f-47bd-9f6b-6ceb840acefd,DEVOPS
54466375-9c4f-4d04-9451-244740a6584c,25076094-ea4d-44d0-a80e-47ccdc6796cf,edc6b252-8681-4773-bec8-bf7b152bd2a7,OTHER
bdbb3e42-b395-4c93-ada0-20d6bba151e9,25076094-ea4d-44d0-a80e-47ccdc6796cf,feaae467-556a-4ef6-8f94-81ac8847c300,DATA_ANALYTICS
3d82ffb4-c782-4498-ae0c-0f4be62472a0,25076094-ea4d-44d0-a80e-47ccdc6796cf,096eddde-5ab1-43d6-a993-02becd089f3f,ADMIN
cf00b343-2a23-4d05-b5b3-d1d3c959d1b4,25076094-ea4d-44d0-a80e-47ccdc6796cf,049a87b7-29f2-4a14-a1f4-c1f627271740,DATA_ANALYTICS
f12789e7-5d83-489e-84c3-39b960b6c516,25076094-ea4d-44d0-a80e-47ccdc6796cf,bc0700ff-bf0b-40ab-8d4c-6826035cd551,DATA_ANALYTICS
4fccdd1a-bbb8-405e-9766-41022fff2610,25076094-ea4d-44d0-a80e-47ccdc6796cf,eece8093-8178-4234-bf92-51fa6e25db53,OTHER
8b71e090-9561-4034-97d0-c11942afd865,25076094-ea4d-44d0-a80e-47ccdc6796cf,1c7fb394-bc8e-4a55-bb0a-8c996aa016c0,DEVOPS
011df08a-c84a-4d3a-b6ad-cb07e56d038a,36f9c5d5-2052-4192-95ef-ff4087770318,cb9c80cd-c20e-4464-a182-a468f6c4ded0,ADMIN
6a94dc36-f4a2-4a28-895d-1e162875ea33,36f9c5d5-2052-4192-95ef-ff4087770318,e0271945-2846-4a5b-b9bd-da977b7eced7,DATA_ANALYTICS
563578a6-ef17-457e-ad3e-4f1c48095fd7,36f9c5d5-2052-4192-95ef-ff4087770318,930130a3-baa5-4d83-9867-0b4c5afc3b30,FULL_STACK
9477e631-6fb2-4b61-9864-29bc96d19011,36f9c5d5-2052-4192-95ef-ff4087770318,5f8221e0-a561-4ce6-8b31-0204db78b9c4,ADMIN
1f11e7bd-798f-4df9-9a0d-de562a11f596,36f9c5d5-2052-4192-95ef-ff4087770318,a715e00a-618f-4ab5-a0e4-30384ef848d3,FULL_STACK
79809bfd-6ed1-4e48-ac76-7989483e08b8,36f9c5d5-2052-4192-95ef-ff4087770318,d8f17190-793f-47bd-9f6b-6ceb840acefd,FULL_STACK
208437a4-dd96-4351-a4b1-162bf2bb4147,36f9c5d5-2052-4192-95ef-ff4087770318,b6708357-94bf-4729-86ff-57b524964e95,ADMIN
4371c359-b4a7-4351-8f5b-7fabf0691c3a,36f9c5d5-2052-4192-95ef-ff4087770318,5b356326-5fb3-42b2-b607-d3d6690f24e9,ADMIN
49593432-938b-40d0-8f49-c4576fcd2146,36f9c5d5-2052-4192-95ef-ff4087770318,6170c72a-b024-43a9-9a5a-4c812ac8a9fc,DATA_ENGINEERING
4cc1000a-107d-49dc-b211-7bc42a5330a2,36f9c5d5-2052-4192-95ef-ff4087770318,f7bfd2c4-a529-4691-b94a-ca1a64b58067,FULL_STACK
b653e7c9-d667-403a-8b95-31261441e41b,36f9c5d5-2052-4192-95ef-ff4087770318,15499c02-3804-42e4-a157-48cc4488d1fb,OTHER
efb0e843-614e-4698-84bb-70e637fc4763,36f9c5d5-2052-4192-95ef-ff4087770318,b5fd1738-623b-4351-9047-84f049933d67,OTHER
af17753b-a49c-431b-823f-6b80bc3a4614,36f9c5d5-2052-4192-95ef-ff4087770318,af1a60d7-b8c7-4fd3-8785-fdbd945a8ea4,DEVOPS
bb521d6e-53f3-470e-ad83-5af215decc70,36f9c5d5-2052-4192-95ef-ff4087770318,6b14695c-6089-4cd8-9b16-dbdcce8dac49,DEVOPS
b817ddbf-c16f-42f6-8a30-c6585d9cbba5,36f9c5d5-2052-4192-95ef-ff4087770318,176dc52e-8959-4b7d-96aa-4fbf571bf886,FULL_STACK
7ad971df-e789-4323-b813-c3dd47362d47,483768ac-dff9-4c56-8dcb-33639a6efe48,26de1ea2-93d0-4235-bd0e-1ac59f172c1b,FULL_STACK
86066803-2345-41e5-abc1-a326196f615a,483768ac-dff9-4c56-8dcb-33639a6efe48,56398748-2fcc-493f-b3ae-2443a13d5ffd,OTHER
7ed08e20-697e-41c6-b809-d1fbf62a2a98,483768ac-dff9-4c56-8dcb-33639a6efe48,1a2c0072-2464-48ce-addf-40e1f19755b7,DATA_ENGINEERING
1003082c-1e62-4ac4-b4f1-22f22620dcda,483768ac-dff9-4c56-8dcb-33639a6efe48,fa40c955-9a29-4efc-b900-d3c6ca37ac89,OTHER
cffdef3e-ce72-4ab7-a011-cefe67dd764c,483768ac-dff9-4c56-8dcb-33639a6efe48,c629f52b-97a7-435a-ab10-36bf2f9f5e25,DEVOPS
e37508a1-ebea-4229-8690-573cb7edca35,483768ac-dff9-4c56-8dcb-33639a6efe48,05b3f932-ea4f-4a4d-bcff-778a6bee5812,OTHER
88ec0c35-e987-451f-ae39-ae5e45ba1fe3,483768ac-dff9-4c56-8dcb-33639a6efe48,b6708357-94bf-4729-86ff-57b524964e95,DATA_ANALYTICS
7fc3cfb7-ac63-48f7-aff0-3d70ba7c5ada,483768ac-dff9-4c56-8dcb-33639a6efe48,15499c02-3804-42e4-a157-48cc4488d1fb,DATA_ANALYTICS
bd8c9f84-128b-4b9f-94a3-56fbdecff19e,483768ac-dff9-4c56-8dcb-33639a6efe48,7621eacc-89e3-479e-a7c6-2338d5c816c4,FULL_STACK
73b57b15-a674-4982-aa6f-624e7b98dc5c,483768ac-dff9-4c56-8dcb-33639a6efe48,a715e00a-618f-4ab5-a0e4-30384ef848d3,ADMIN
a4670c5c-662c-4eaa-97e3-fe9c57627b8d,483768ac-dff9-4c56-8dcb-33639a6efe48,1fcb7e91-34b2-4b6f-9efa-27234c4bfd1c,OTHER
33fd0fc4-2c2b-4467-9b23-b030ad57be9a,483768ac-dff9-4c56-8dcb-33639a6efe48,eb978b5e-e685-4198-8179-b9eafc3d977d,DEVOPS
275a3ba1-c634-4cf5-9550-69d53d7afa75,483768ac-dff9-4c56-8dcb-33639a6efe48,7d46d0a1-933f-4ce5-846e-837c85d81659,FULL_STACK
3d67e8d1-05f4-49b7-91fd-8af06fcb8193,483768ac-dff9-4c56-8dcb-33639a6efe48,ed0d0725-25a7-4580-a847-c2b662857100,DATA_ENGINEERING
984a1ee8-73b4-493b-9e3e-21d0ed1449ca,483768ac-dff9-4c56-8dcb-33639a6efe48,69258e00-0b99-47a0-8e6d-c84015475057,DATA_ANALYTICS
71da5ddd-75f0-48ab-b7a4-172b76f83d21,6fa29071-8cf2-49c2-a3b4-5873c3b1c081,eb978b5e-e685-4198-8179-b9eafc3d977d,DATA_ANALYTICS
12f7cc0e-2741-439d-b771-0bc30b5e4803,6fa29071-8cf2-49c2-a3b4-5873c3b1c081,65fb2f8a-8c7f-40df-9699-f7a5808a5b6d,DEVOPS
d51993b6-c8d2-4f4e-8cf3-57caddc1f4dc,6fa29071-8cf2-49c2-a3b4-5873c3b1c081,5e2dd7bd-83e4-4be2-b9a3-0fdebca7a33d,DATA_ENGINEERING
cc8465d4-6ad9-46db-9875-5a78cfab5951,6fa29071-8cf2-49c2-a3b4-5873c3b1c081,d8f17190-793f-47bd-9f6b-6ceb840acefd,DATA_ANALYTICS
8a03d195-a83e-46d8-af88-c8b8e45058c9,6fa29071-8cf2-49c2-a3b4-5873c3b1c081,26de1ea2-93d0-4235-bd0e-1ac59f172c1b,OTHER
c7b1ee01-78e5-4f34-ac0a-d5ef5041ce9e,6fa29071-8cf2-49c2-a3b4-5873c3b1c081,096eddde-5ab1-43d6-a993-02becd089f3f,DATA_ANALYTICS
96137d9b-136e-4b0f-8706-a52b3aa78f78,6fa29071-8cf2-49c2-a3b4-5873c3b1c081,6b15be0c-9bdd-4769-bd9d-0d0e7307c670,DATA_ANALYTICS
02d30380-2968-4823-a1a1-ce4ceab45eee,6fa29071-8cf2-49c2-a3b4-5873c3b1c081,7d46d0a1-933f-4ce5-846e-837c85d81659,DATA_ENGINEERING
5b96d6be-c8ab-4606-8535-3fd143802df7,6fa29071-8cf2-49c2-a3b4-5873c3b1c081,f3a61e91-3e82-407e-9060-20ed621de3b6,DATA_ENGINEERING
347203f1-f245-4c11-ba22-cafc24faf2be,6fa29071-8cf2-49c2-a3b4-5873c3b1c081,bd8b7e8a-ae51-4641-943f-c82da55e8fe6,ADMIN
da159db9-ee45-4d3b-8eef-51121390983d,6fa29071-8cf2-49c2-a3b4-5873c3b1c081,b8133d09-53c6-485b-bb41-83ab71cac207,OTHER
084bcede-b110-4a44-8696-633ea545b29d,6fa29071-8cf2-49c2-a3b4-5873c3b1c081,930130a3-baa5-4d83-9867-0b4c5afc3b30,FULL_STACK
31beba85-7968-49c5-8fc0-8e3b2384d09c,6fa29071-8cf2-49c2-a3b4-5873c3b1c081,15499c02-3804-42e4-a157-48cc4488d1fb,OTHER
2c5a1a09-2897-4784-afb9-72cf42a5376c,6fa29071-8cf2-49c2-a3b4-5873c3b1c081,049a87b7-29f2-4a14-a1f4-c1f627271740,DATA_ANALYTICS
becc17a9-a3cd-4227-97e5-41863c5578b5,6fa29071-8cf2-49c2-a3b4-5873c3b1c081,bb173388-39b3-4b66-a046-f2f483e19e4f,FULL_STACK
a004b9bf-57bc-4339-9a13-5f458c95ad05,6801cd6d-6ce0-4026-b246-06acab69269e,ca67ba27-2d07-43e8-8767-abeaa10c3c0d,OTHER
ab210c62-d645-4df2-b49f-34cd3a55b4e3,6801cd6d-6ce0-4026-b246-06acab69269e,bc0700ff-bf0b-40ab-8d4c-6826035cd551,DATA_ENGINEERING
0b0605aa-bce8-467d-b1c4-db1d52884db6,6801cd6d-6ce0-4026-b246-06acab69269e,927d2b4e-0db9-4580-8c6b-b0c77e91a6b1,DATA_ANALYTICS
51f4d3d4-4f51-4802-b855-aa7c0d9452cd,6801cd6d-6ce0-4026-b246-06acab69269e,30a16460-bcf0-4241-a392-1129bec5019a,DATA_ENGINEERING
f8cfaf80-85e1-4536-b75c-61e7f24c8e6f,6801cd6d-6ce0-4026-b246-06acab69269e,05b3f932-ea4f-4a4d-bcff-778a6bee5812,FULL_STACK
