_id,name,created_at,updated_at,desc
82ffc361-84f5-4c12-92a4-a592de26c702,React,2023-10-01T22:05:50,2020-01-18T19:18:43,React
0a66070c-3dd4-431a-825b-bf8ca733b8ac,Angular,2024-05-22T00:09:22,2022-04-02T11:04:46,Angular
f2d4104a-4bbf-49f8-9a81-13878a05cd1b,Vue.js,2024-06-09T04:48:22,2023-07-10T21:00:53,Vue.js
56e6aaab-d046-4edb-a2c2-b42fdd1840ee,Responsive Design,2020-09-11T11:07:33,2023-09-22T16:59:49,Responsive Design
5d165274-b073-4354-96ef-448a093f5c36,Cross-browser Compatibility,2024-09-13T22:11:33,2020-12-11T18:37:45,Cross-browser Compatibility
2abe61e1-12f2-41bc-8fc5-bb3a38b75e0f,Version Control/Git,2024-06-26T18:39:33,2023-04-26T10:06:43,Version Control/Git
c7e1d26d-f46c-48b7-b6dd-ea34bea3d288,Web Performance Optimization,2022-01-11T23:00:33,2020-08-08T04:29:00,Web Performance Optimization
912c2445-41dc-478b-9ed7-e8818d20d9ad,Node.js,2022-07-18T06:31:07,2024-05-05T01:46:58,Node.js
6ffcc80b-2558-4008-b084-ae3b8940bfc3,Java,2020-01-31T20:48:19,2020-05-15T00:05:48,Java
39da59ad-dceb-4813-a41e-fc3f41894b97,Python,2021-07-30T16:30:35,2020-10-31T09:19:09,Python
076f37f0-58ce-4f15-b4d7-e7c7086ee2c1,Ruby,2024-01-22T21:01:34,2020-06-04T10:54:13,Ruby
c7edf858-eb42-4f08-ab46-deedf24d41df,PHP,2021-06-21T08:47:23,2021-02-21T15:51:09,PHP
89051593-2c5c-4f26-a806-53f0342e038e,SQL,2020-11-14T12:16:14,2024-10-03T21:11:48,SQL
8647b4f8-0528-4ecd-8570-46f7b1bdbdb2,NoSQL,2023-10-05T01:31:39,2023-02-02T13:20:07,NoSQL
b0681a23-1908-477f-a5ea-cdc0522d5462,API Development,2022-11-30T09:56:12,2023-08-13T10:47:11,API Development
802c7b79-060c-45ec-9f5f-1eabd891a85c,Microservices,2020-08-09T18:09:43,2020-06-14T05:10:15,Microservices
2a1cd660-6957-4ba4-bce4-8aaf0aec8a3b,Security Best Practices,2024-01-26T11:05:00,2022-04-03T11:10:22,Security Best Practices
74504986-e8b9-42e1-9ab6-8a15d3646fa7,JavaScript,2021-10-10T14:40:21,2021-09-09T21:13:15,JavaScript
4ffd1c78-dc40-4c41-a900-af8326e80439,Node.js,2023-03-12T05:01:52,2022-12-15T16:51:14,Node.js
d9ae728c-7aa5-48c8-b150-d472cbfc43ea,React,2024-03-21T18:49:23,2024-08-16T08:04:04,React
4eafa144-e580-4b4c-9096-19f64aa2aebc,HTML/CSS,2022-01-26T03:44:50,2023-03-15T23:06:13,HTML/CSS
018701c7-53ed-4cf8-ac07-91f637c01fd5,SQL,2022-02-20T15:25:48,2023-08-19T10:33:59,SQL
2c94b709-3e9e-484e-af94-1810370da18d,RESTful APIs,2020-07-03T18:26:40,2020-03-11T01:28:53,RESTful APIs
ef2646ae-6547-4c04-90ec-bd0905ec2846,Git,2022-06-30T05:34:59,2023-09-19T17:30:33,Git
c3fd3f98-b755-4e17-a1f2-57fd05b785f2,Agile Methodologies,2024-09-08T18:47:54,2021-08-24T23:02:32,Agile Methodologies
d8b92035-1dfd-43ac-8338-4ba31ff1cab4,Testing/Debugging,2022-01-26T19:52:42,2024-05-29T21:01:32,Testing/Debugging
44fe7801-77a7-4285-adf7-6e44c52d42fc,DevOps Practices,2020-07-25T21:07:33,2020-07-16T04:24:20,DevOps Practices
79d68e14-91f6-425a-ace0-b64ee2a29b5b,Business Analysis,2023-09-11T14:53:06,2021-04-14T05:46:56,Business Analysis
29beeb66-8b0c-42ef-8a40-d1b20ae69a10,Requirements Gathering,2020-05-09T13:28:12,2022-12-02T06:19:57,Requirements Gathering
4c33bf29-e492-489c-9944-0485403e39b9,Data Analysis,2021-09-27T19:28:46,2021-07-01T14:31:49,Data Analysis
4af1eac3-d34a-45b2-8605-66bac0049be8,Stakeholder Management,2020-12-18T00:37:21,2023-09-03T03:23:12,Stakeholder Management
0c2173a4-5ed0-4360-b22f-02c71ca268ce,Process Mapping,2022-04-09T17:03:50,2022-03-19T13:31:03,Process Mapping
7f5725c4-c486-46f9-8cd2-82f6400cd654,Project Management,2022-05-02T07:58:39,2023-09-02T02:17:53,Project Management
43e170b9-7520-4674-9755-daed0e9d5e1e,Agile Methodologies,2023-03-07T08:29:00,2022-12-30T04:52:12,Agile Methodologies
cddfc2af-5533-47ac-999f-02e384ee2f22,Communication Skills,2021-07-22T11:59:48,2023-03-06T10:48:27,Communication Skills
f06a5a19-0f83-4faf-9876-e8d1c5019420,Problem-Solving,2021-05-24T16:02:16,2022-08-11T14:42:55,Problem-Solving
3d1f825c-8878-4f3e-b660-16d7105103f7,SQL,2021-08-12T15:50:36,2021-12-20T12:07:49,SQL
a675b2b0-8f4f-4297-940f-c7831b6f0391,Testing,2022-10-06T07:42:15,2023-12-24T13:59:17,Testing
b4c47bcc-90ca-465a-80a9-336ffd843ce8,Automation Testing,2022-07-29T00:12:32,2022-11-16T05:02:03,Automation Testing
0bef82b4-fc5a-4839-a66f-843011e4bde2,Manual Testing,2024-03-22T17:58:35,2020-11-16T12:15:21,Manual Testing
0fe401bf-eb67-4247-9ea6-8175d2a910d6,Performance Testing,2020-12-25T08:14:46,2022-11-21T20:44:44,Performance Testing
abcda4c9-a5a5-4c62-9d05-cf35d9fcd165,Agile Methodologies,2020-09-11T17:48:20,2020-07-28T05:03:55,Agile Methodologies
742f265f-3f6f-47c9-a61d-d700d1cc73eb,Defect Tracking,2020-03-02T12:02:58,2022-07-28T02:50:47,Defect Tracking
4150b140-0efd-4603-a0e2-f2b45bb72e15,Test Automation Tools,2023-10-02T21:02:38,2024-03-31T04:52:08,Test Automation Tools
2e69c3f0-257d-4e43-95a5-ad9e4a5cf150,Test Planning,2022-03-03T07:38:42,2021-03-30T21:32:22,Test Planning
adf71c45-6a3d-4342-a0e0-64792aef3ae3,Version Control/Git,2022-12-30T01:02:18,2023-04-11T23:54:15,Version Control/Git
fe362873-26a1-43db-ba7b-df874cbb4257,Risk Management,2023-05-11T15:38:24,2020-01-19T09:01:51,Risk Management
61d3b0de-c015-47e8-9ebe-e5209932a1fa,Technical Writing,2021-03-17T18:12:26,2022-03-16T08:39:24,Technical Writing
695e6be0-2042-45a4-9336-d6e820d1e414,Documentation,2024-02-29T03:24:26,2020-08-26T14:51:38,Documentation
a6eed375-6d77-4807-a736-757fd1419455,Content Creation,2022-09-16T06:49:13,2023-02-16T12:29:22,Content Creation
3a98dd0d-9354-4570-ac66-76117fe13c7e,Editing,2021-06-30T17:06:00,2023-05-14T13:59:53,Editing
bf04108d-cc76-4349-9067-67246b074e98,SEO Writing,2022-05-19T16:06:58,2021-04-16T05:02:33,SEO Writing
7a94ab57-2691-4627-87f9-f807128b3446,Research Skills,2022-04-29T16:38:46,2024-01-11T13:56:15,Research Skills
99392fbf-2619-4ab7-ab37-1afa98a79267,Agile Methodologies,2021-11-22T21:41:43,2021-03-20T16:44:02,Agile Methodologies
a600dbca-ebd8-4d6b-a7cd-0599566468ba,Communication Skills,2021-12-12T15:28:21,2023-09-20T20:47:33,Communication Skills
68dbb4cd-04eb-4015-9436-92dd21c7cd98,User Documentation,2023-10-19T17:40:23,2021-09-05T11:59:45,User Documentation
967c94ea-b037-4a5d-9218-74e28ab6da18,Graphic Design,2022-04-09T10:06:28,2021-05-15T18:44:57,Graphic Design
