roleId,skillId,name
2ff032a8-e315-4073-afa5-9906c87db625,fdca0240-5b81-4a33-b4f6-3b933ebe8f10,Incident Response
2ff032a8-e315-4073-afa5-9906c87db625,33b8c843-aca9-42f1-82e5-bd9bf753e675,Risk Assessment
2ff032a8-e315-4073-afa5-9906c87db625,e1c5aa85-052e-4ec8-9e51-2a99eafc3b08,Security Compliance
2ff032a8-e315-4073-afa5-9906c87db625,ec197aef-5047-415c-a008-047a43f85eb7,Encryption
2ff032a8-e315-4073-afa5-9906c87db625,fca9bb97-14d2-49ff-a1c8-7eb515c4824f,Vulnerability Management
2ff032a8-e315-4073-afa5-9906c87db625,39fcafc0-0bf9-47be-ac60-eaef086e55b9,Security Auditing
d70499b1-0629-47f6-ad56-cd859093daf9,230c965c-d746-480f-a3a3-a46eedc0e3ec,Python
d70499b1-0629-47f6-ad56-cd859093daf9,c97a6043-d6d5-4a92-8561-699299e865c4,TensorFlow
d70499b1-0629-47f6-ad56-cd859093daf9,5c3035e2-5e74-49c3-b1e4-02e368d42c9d,PyTorch
d70499b1-0629-47f6-ad56-cd859093daf9,5e346236-f7d3-423f-b840-395393101eaa,Scikit-Learn
d70499b1-0629-47f6-ad56-cd859093daf9,30164567-1713-43aa-a545-0a6cc5c27da4,Machine Learning Algorithms
d70499b1-0629-47f6-ad56-cd859093daf9,d2ca64af-d3d6-4f6c-aa88-bc21280ccf2e,Data Preprocessing
d70499b1-0629-47f6-ad56-cd859093daf9,e9cabb60-773f-4b49-b46f-d2601e94c8be,Model Deployment
d70499b1-0629-47f6-ad56-cd859093daf9,cac076e1-07d0-4f96-93b0-e8c323d3e82c,NLP
d70499b1-0629-47f6-ad56-cd859093daf9,d728e378-3177-48f5-bdf1-771d0fb53518,Deep Learning
d70499b1-0629-47f6-ad56-cd859093daf9,e31bbe98-74bc-4634-af92-ee7c65b41385,Big Data Technologies
ccb4b4f9-80cb-4f1b-9ae8-f16d9da11659,c77b7439-2dbb-4250-a3ce-0e5a6d84129b,AWS
ccb4b4f9-80cb-4f1b-9ae8-f16d9da11659,99c5f627-e2eb-4271-8556-d9652fdc3453,Azure
ccb4b4f9-80cb-4f1b-9ae8-f16d9da11659,c701ca5b-a7bb-41eb-a811-ae3a1f7bf0e4,Google Cloud
ccb4b4f9-80cb-4f1b-9ae8-f16d9da11659,96151367-0674-4fd1-86a7-f0666eddb03f,Cloud Security
ccb4b4f9-80cb-4f1b-9ae8-f16d9da11659,ec5160c9-5738-4383-a19d-5fae7aebc478,Infrastructure as Code
ccb4b4f9-80cb-4f1b-9ae8-f16d9da11659,39b14d32-dfee-4500-b2ae-0db185643ddb,Networking
ccb4b4f9-80cb-4f1b-9ae8-f16d9da11659,7f247661-af4a-4250-8833-047cc0a101b5,CI/CD Pipelines
ccb4b4f9-80cb-4f1b-9ae8-f16d9da11659,c4618ef9-21e7-4c28-9991-241bbd72e6e9,Containerization
ccb4b4f9-80cb-4f1b-9ae8-f16d9da11659,ed78cfbf-05d6-4693-8e86-ac54ca611fac,Serverless Architectures
ccb4b4f9-80cb-4f1b-9ae8-f16d9da11659,f253a7ec-6c85-4ccc-906c-5b246534adda,DevOps Practices
4e0c4606-0668-4356-bb17-e3b13140c28e,056b3d19-4e67-48ca-85ef-8cc10ae8ed1a,User Research
4e0c4606-0668-4356-bb17-e3b13140c28e,3e7aaa48-8db8-4cea-8bc9-a4a2fb27f538,Wireframing
4e0c4606-0668-4356-bb17-e3b13140c28e,1c4710e4-e409-40f7-9e06-3673ed33dbde,Prototyping
4e0c4606-0668-4356-bb17-e3b13140c28e,a3734caf-4152-4d60-88a2-a5fb580f2dec,Adobe XD
4e0c4606-0668-4356-bb17-e3b13140c28e,a440bfef-c43e-43bc-bf83-fc6d1b9d418a,Figma
4e0c4606-0668-4356-bb17-e3b13140c28e,693ea41c-a884-4071-a234-88197e541bc2,UI Design
4e0c4606-0668-4356-bb17-e3b13140c28e,ea3c490c-ccc9-402c-953e-a337e5733136,User Testing
4e0c4606-0668-4356-bb17-e3b13140c28e,e5572d38-202a-4f68-bf92-feb13e6ca889,Responsive Design
4e0c4606-0668-4356-bb17-e3b13140c28e,1197a550-1adb-4f28-94a4-3531cd15019a,Interaction Design
4e0c4606-0668-4356-bb17-e3b13140c28e,cce2a385-7d18-4c35-8caa-17397d30de99,Design Systems
7b9c2b3e-e21e-463b-83c5-04e5cc2e720d,d5035054-47f0-40ae-9ec1-8ac1cb21b3e1,Product Roadmap
7b9c2b3e-e21e-463b-83c5-04e5cc2e720d,52379d9a-841a-4d60-abfd-635553257044,Stakeholder Management
7b9c2b3e-e21e-463b-83c5-04e5cc2e720d,953462de-05e2-4deb-b13c-69c0aa625018,User Research
7b9c2b3e-e21e-463b-83c5-04e5cc2e720d,9b9c52dc-71ba-4838-9b70-8a42179c6c8e,Agile Methodologies
7b9c2b3e-e21e-463b-83c5-04e5cc2e720d,4147f274-e189-495c-8a9a-5fbb3ca92b22,Data-Driven Decision Making
7b9c2b3e-e21e-463b-83c5-04e5cc2e720d,834a8fcc-a8ad-4bc8-a2f7-c28da5fbd251,Wireframing
7b9c2b3e-e21e-463b-83c5-04e5cc2e720d,a37599ab-347f-4833-aa88-801d35d1d8e2,Market Research
7b9c2b3e-e21e-463b-83c5-04e5cc2e720d,1e87e1d8-4048-4a84-8486-0ef215f28ded,Product Lifecycle Management
7b9c2b3e-e21e-463b-83c5-04e5cc2e720d,9306a071-a343-4d9a-b256-252252d14079,Communication Skills
7b9c2b3e-e21e-463b-83c5-04e5cc2e720d,867dfdeb-3cf3-47b9-8ca4-d07b48f11090,Leadership
9cfc890c-5d4f-414a-9de6-6b411d75624a,907e4c6a-7446-4541-a0f4-677832bf9fbd,Business Analysis
9cfc890c-5d4f-414a-9de6-6b411d75624a,51cae6b5-9c16-456c-b1bd-683cc499b539,Requirements Gathering
9cfc890c-5d4f-414a-9de6-6b411d75624a,b5d39d2f-52f1-46d1-ae42-1015112dcf15,Data Analysis
9cfc890c-5d4f-414a-9de6-6b411d75624a,bad7a297-7e7a-40df-aeb6-fe3fb3a10657,Stakeholder Management
9cfc890c-5d4f-414a-9de6-6b411d75624a,fb84f784-1707-44ae-83aa-bc8ff9395a58,Process Mapping
9cfc890c-5d4f-414a-9de6-6b411d75624a,de5d41c1-b401-4645-963c-45567b35ebd7,Project Management
9cfc890c-5d4f-414a-9de6-6b411d75624a,f24d397d-0189-47d3-bdc2-e8ec32c02303,Agile Methodologies
9cfc890c-5d4f-414a-9de6-6b411d75624a,a03c33cd-a4b2-4cce-8750-28d714a5c78d,Communication Skills
9cfc890c-5d4f-414a-9de6-6b411d75624a,b5f4cbe2-e85e-40bd-893e-a194a7e0638a,Problem-Solving
9cfc890c-5d4f-414a-9de6-6b411d75624a,488eb409-d29f-4a50-af21-bbff8d8d7cfd,SQL
73f8078d-03a9-46a9-a5cb-efabc4099cd3,b7f6a650-ff3c-4c7f-8dbf-1b4795bef4ef,Testing
73f8078d-03a9-46a9-a5cb-efabc4099cd3,9265e8b5-0d87-414d-bcb7-2defb68d63be,Automation Testing
73f8078d-03a9-46a9-a5cb-efabc4099cd3,0074a9dc-faa2-4598-879f-f686729c7b49,Manual Testing
73f8078d-03a9-46a9-a5cb-efabc4099cd3,729d7749-bfa8-44b8-b571-1b1e1a681994,Performance Testing
73f8078d-03a9-46a9-a5cb-efabc4099cd3,6ce5fbe0-8508-44fc-9346-9961e77fc818,Agile Methodologies
73f8078d-03a9-46a9-a5cb-efabc4099cd3,483f6eb1-bc10-42db-b08a-5ee89ad5f724,Defect Tracking
73f8078d-03a9-46a9-a5cb-efabc4099cd3,b96d19aa-d1dd-490d-a14b-47cb63e3c4cd,Test Automation Tools
73f8078d-03a9-46a9-a5cb-efabc4099cd3,9de39a49-fff7-4cc7-bf15-6b393b06fbe9,Test Planning
73f8078d-03a9-46a9-a5cb-efabc4099cd3,c75398d9-cf86-4032-8c8c-9658c87b94cb,Version Control/Git
73f8078d-03a9-46a9-a5cb-efabc4099cd3,af12f5c1-8b0e-40a7-923b-1536fb2b9309,Risk Management
663c1743-1dc9-4c1a-8200-701078aefaf8,d42bbe4a-e9b2-45fa-a93c-285365f233a9,Technical Writing
663c1743-1dc9-4c1a-8200-701078aefaf8,3d670795-edf7-4c7b-a069-bd822df3b36c,Documentation
663c1743-1dc9-4c1a-8200-701078aefaf8,d6156c58-e793-475b-a6e5-f9edf2601e6f,Content Creation
663c1743-1dc9-4c1a-8200-701078aefaf8,b44bf73d-0ba6-4330-bf17-c401b4d09156,Editing
663c1743-1dc9-4c1a-8200-701078aefaf8,5f271fe2-fb6b-459c-b44c-1a55edcca1f7,SEO Writing
663c1743-1dc9-4c1a-8200-701078aefaf8,e1d5913c-bc9a-4484-b983-5028060c0603,Research Skills
663c1743-1dc9-4c1a-8200-701078aefaf8,f8aaa6dc-3518-4c40-9e04-62a4b3e37e7b,Agile Methodologies
663c1743-1dc9-4c1a-8200-701078aefaf8,f8ccfc58-7d91-4a51-9e8f-dc77d31f2b5f,Communication Skills
663c1743-1dc9-4c1a-8200-701078aefaf8,f231332c-0e06-4dea-b0ba-d8e75839d80d,User Documentation
663c1743-1dc9-4c1a-8200-701078aefaf8,d422c946-f775-4e88-9531-a463c79624a2,Graphic Design
